Address,SourceEUI(kBtu/sf),SecondLargestPropertyUseType,PrimaryPropertyType,State,NaturalGas(therms),Electricity(kBtu),SiteEUIWN(kBtu/sf),ThirdLargestPropertyUseTypeGFA,SiteEnergyUseWN(kBtu),TaxParcelIdentificationNumber,Neighborhood,Outlier,BuildingType,DefaultData,City,PropertyGFABuilding(s),SteamUse(kBtu),PropertyName,ListOfAllPropertyUseTypes,YearBuilt,GHGEmissionsIntensity,CouncilDistrictCode,Longitude,LargestPropertyUseTypeGFA,PropertyGFAParking,SiteEUI(kBtu/sf),Latitude,SourceEUIWN(kBtu/sf),ZipCode,PropertyGFATotal,NumberofFloors,YearsENERGYSTARCertified,NaturalGas(kBtu),LargestPropertyUseType,OSEBuildingID,Electricity(kWh),ENERGYSTARScore,DataYear,ComplianceStatus,ThirdLargestPropertyUseType,NumberofBuildings,SecondLargestPropertyUseTypeGFA
6100 Corson Ave South,107.0,,Hotel,WA,7197.649901999999,524385.0,56.5,,1269576.0,6920700025,GREATER DUWAMISH,,NonResidential,False,Seattle,22452,0.0,Georgetown Inn,Hotel,1992,1.87,2,-122.32091000000001,22452.0,0,55.40000153,47.547740000000005,110.59999850000001,98108.0,22452,3.0,,719765.0,Hotel,26379,153688.4063,85.0,2016,Compliant,,1.0,
910 Marion Street,51.70000076,Office,Residence Hall,WA,0.0,2882489.0,17.39999962,,3042217.25,1510600000,EAST,,NonResidential,False,Seattle,84240,0.0,Chancery Place Apartments,"Office, Residence Hall/Dormitory",1982,0.17,3,-122.32654,150000.0,31535,16.5,47.60817,54.59999847,98104.0,115775,15.0,,0.0,Residence Hall/Dormitory,20323,844809.3125,94.0,2016,Compliant,,0.0,25000.0
1135 NW Leary Way,141.6999969,,Retail Store,WA,1160.839966,1021883.0,48.90000153,,1149592.0,2768302800,BALLARD,,NonResidential,False,Seattle,23500,0.0,Office Max #560,Retail Store,1996,0.57,6,-122.37283000000001,23500.0,0,48.40000153,47.66318,139.5,98107.0,23500,1.0,,116084.0,Retail Store,22440,299496.9063,53.0,2016,Compliant,,1.0,
6415 1st ave ne,36.40000153,,Worship Facility,WA,3294.021729,167075.0,0.0,,0.0,1257200735,Northwest,,NonResidential,False,Seattle,23931,0.0,Green Lake United Methodist Church,Worship Facility,1910,0.78,6,-122.3285,23931.0,0,20.70000076,47.67572,0.0,98115.0,23931,2.0,,329402.0,Worship Facility,20130,48966.89844,88.0,2016,Compliant,,1.0,
110 Union Street,118.1999969,Retail Store,Mixed Use Property,WA,0.0,3009464.0,37.29999924,13320.0,2977095.25,1975700580,DOWNTOWN,,NonResidential,False,Seattle,79920,0.0,Harold Poll Building,"Office, Other, Retail Store",1910,0.26,7,-122.33899,39960.0,0,37.70000076,47.60821,117.0,98101.0,79920,5.0,,0.0,Office,418,882023.3125,,2016,Compliant,Other,1.0,26640.0
4400 Interlake Ave N,60.79999924,,K-12 School,WA,46956.40625,3096316.0,36.90000153,,8886716.0,7821200700,LAKE UNION,,SPS-District K-12,True,Seattle,241066,0.0,Lincoln Building,K-12 School,1997,1.12,4,-122.33962,241066.0,0,32.29999924,47.65996,66.19999695,98103.0,241066,4.0,,4695641.0,K-12 School,260,907478.3125,79.0,2016,Error - Correct Default Data,,1.0,
2500 Westlake Ave N,372.2999878,Office,Warehouse,WA,5152.17041,3253683.0,136.0,,3930355.5,4088804350,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,29498,0.0,Nautical Landing,"Non-Refrigerated Warehouse, Office",1968,1.7,7,-122.34218999999999,19749.0,0,130.3999939,47.64306,378.10000610000003,98109.0,29498,2.0,,515217.0,Non-Refrigerated Warehouse,25563,953599.875,,2016,Compliant,,1.0,9148.0
6343 35th Ave SW,48.79999924,,Self-Storage Facility,WA,8537.545898,523765.0,30.29999924,,1576122.875,3874900040,SOUTHWEST,,NonResidential,False,Seattle,52088,0.0,U-Haul Moving and Storage of West Seattle,Self-Storage Facility,1969,0.94,1,-122.37737,52088.0,0,26.39999962,47.54508,53.70000076,98126.0,52088,2.0,,853755.0,Self-Storage Facility,230,153506.7031,,2016,Compliant,,1.0,
1301 2nd Ave,140.0,Parking,Large Office,WA,3885.3168950000004,55123924.0,45.5,303910.0,56785916.0,9184500000,DOWNTOWN,,NonResidential,False,Seattle,1592914,986403.1875,Russell Investments Center,"Data Center, Financial Office, Office, Parking, Restaurant",2005,0.3,7,-122.33776999999999,914832.0,0,45.29999924,47.6074,140.1999969,98101.0,1592914,42.0,201620142012201120082007,388532.0,Office,659,16155898.0,97.0,2016,Compliant,Financial Office,1.0,348788.0
4515 36th Ave SW,232.3000031,Swimming Pool,Other,WA,36335.9375,2484706.0,128.1000061,,6405464.5,0952007845,SOUTHWEST,,NonResidential,False,Seattle,33334,0.0,West Seattle Family YMCA,"Fitness Center/Health Club/Gym, Swimming Pool",1984,6.31,1,-122.37805,50000.0,0,122.40000149999999,47.56245,238.39999390000003,98126.0,33334,1.0,,3633594.0,Fitness Center/Health Club/Gym,20439,728225.8125,,2016,Compliant,,1.0,0.0
3400 Harbor Ave SW,109.90000149999999,Other,Mixed Use Property,WA,0.0,1011965.0,37.40000153,,1080492.375,7987400060,SOUTHWEST,,NonResidential,False,Seattle,35176,0.0,"West Seattle Venture, LLC","Office, Other",2004,0.2,1,-122.37056000000001,14452.0,0,35.0,47.57269,117.40000149999999,98126.0,35176,5.0,,0.0,Office,24604,296590.0,,2016,Compliant,,1.0,14452.0
9600 COLLEGE WAY N,161.1999969,,University,WA,24406.47852,33450832.0,56.09999847,,37410800.0,3226049021,NORTHWEST,,Campus,False,Seattle,582447,0.0,NSCC MAIN CAMPUS,College/University,1970,0.52,5,-122.33401,667335.0,111625,53.79999924,47.69936,167.0,98103.0,694072,2.0,,2440648.0,College/University,211,9803878.0,,2016,Compliant,,11.0,
"1201 1st Ave. S.,",197.3999939,,Small- and Mid-Sized Office,WA,30160.148439999997,2952139.0,97.09999847,,6114759.5,7666206966,GREATER DUWAMISH,,NonResidential,False,Seattle,64512,0.0,1201 Building,Office,1914,2.8,2,-122.33486,63000.0,0,94.69999695,47.59202,199.1000061,98134.0,64512,2.0,,3016015.0,Office,635,865222.3125,53.0,2016,Compliant,,1.0,
13000 Lake City Way NE,310.2000122,Parking,Supermarket / Grocery Store,WA,38319.58594,10680826.0,122.59999850000001,0.0,14843382.0,1453601660,NORTH,,NonResidential,False,Seattle,121087,0.0,70100179-Lake City,"Parking, Supermarket/Grocery Store",1995,0.9,5,-122.29231999999999,121087.0,187878,119.90000149999999,47.7237,310.89999389999997,98125.0,308965,2.0,,3831959.0,Supermarket/Grocery Store,500,3130371.0,78.0,2016,Compliant,Parking,1.0,0.0
2101 E. Yesler Way,192.3000031,,Medical Office,WA,3400.7299799999996,2275174.0,68.09999847,,2654904.25,1493600000,CENTRAL,,NonResidential,False,Seattle,39000,0.0,Seattle Children's Hospital Odessa Brown Children's Clinic,Medical Office,1990,0.87,3,-122.30476999999999,39000.0,0,67.09999847,47.60132,193.3999939,98122.0,39000,2.0,,340073.0,Medical Office,20503,666815.5,25.0,2016,Compliant,,1.0,
5907 4th Ave So,264.0,,Other,WA,0.0,2241280.0,84.09999847,,2241280.5,2024049009,GREATER DUWAMISH,,NonResidential,False,Seattle,26660,0.0,AM Building,Manufacturing/Industrial Plant,1950,0.59,2,-122.33044,26660.0,0,84.09999847,47.550129999999996,264.0,98108.0,26660,1.0,,0.0,Manufacturing/Industrial Plant,21785,656881.6875,,2016,Compliant,,1.0,
5506 6th Ave S.,115.5,Non-Refrigerated Warehouse,Small- and Mid-Sized Office,WA,0.0,1471914.0,39.40000153,,1575328.25,1722800285,GREATER DUWAMISH,,NonResidential,False,Seattle,40029,0.0,The Hathaway Building,"Non-Refrigerated Warehouse, Office",1982,0.26,2,-122.32616000000002,31800.0,0,36.79999924,47.55316,123.6999969,98108.0,40029,2.0,,0.0,Office,20979,431393.4063,69.0,2016,Compliant,,1.0,8200.0
506 Second Avenue,182.6000061,Retail Store,Large Office,WA,110080.7734,11239744.0,94.5,7518.0,24880988.0,0939000060,DOWNTOWN,,NonResidential,False,Seattle,304346,1014422.375,Smith Tower,"Office, Other - Restaurant/Bar, Retail Store, Single Family Home",1912,2.44,7,-122.33174,245028.0,0,88.40000153,47.60198,189.1000061,98104.0,304346,42.0,,11008077.0,Office,383,3294180.5,72.0,2016,Compliant,Other - Restaurant/Bar,1.0,8429.0
1100 Second Avenue,909.5999756000001,Data Center,Large Office,WA,16048.30957,39794668.0,299.2000122,25000.0,41650404.0,0942000045,DOWNTOWN,High outlier,NonResidential,False,Seattle,146922,0.0,Second And Spring Building,"Data Center, Office, Parking",1958,2.1,7,-122.33581000000001,99890.0,25920,297.39999389999997,47.60642,911.5,98101.0,172842,6.0,,1604831.0,Office,350,11663150.0,,2016,Non-Compliant,Parking,1.0,39336.0
616 First Avenue,51.20000076,Restaurant,Small- and Mid-Sized Office,WA,1321.589966,419848.0,20.20000076,,575362.5,0939000125,DOWNTOWN,,NonResidential,False,Seattle,23622,0.0,Lowman & Hanford Building,"Office, Restaurant",1900,0.42,7,-122.33372,26195.0,0,19.39999962,47.602470000000004,52.0,98104.0,23622,7.0,,132159.0,Office,19855,123050.5,100.0,2016,Compliant,,1.0,2285.0
4500 40th Ave NE,490.8999938999999,,Hospital,WA,300613.25,27703081.0,239.1999969,,57764408.0,1025049265,NORTHEAST,,NonResidential,False,Seattle,330000,0.0,Seattle Children's Hospital Building Hope,Hospital (General Medical & Surgical),2013,5.42,4,-122.28386,241500.0,0,239.1999969,47.662009999999995,490.8999938999999,98145.0,330000,8.0,,30061325.0,Hospital (General Medical & Surgical),49732,8119308.5,58.0,2016,Compliant,,1.0,
1419 Third Avenue,333.0,,Retail Store,WA,1.530000091,7802052.0,106.09999850000001,,7802205.5,1975700485,DOWNTOWN,,NonResidential,False,Seattle,77555,0.0,Kress Building,Retail Store,1924,0.7,7,-122.33734,73563.0,0,106.09999850000001,47.60925,333.0,98101.0,77555,3.0,,153.0,Retail Store,762,2286650.5,39.0,2016,Compliant,,1.0,
7345 Delridge Way SW,131.5,,Retail Store,WA,12346.9668,4182901.0,53.0,,5820712.5,7985400295,DELRIDGE,,NonResidential,False,Seattle,94713,0.0,#8944 West Seattle,Retail Store,2005,1.0,1,-122.36377,109758.0,0,49.40000153,47.53655,135.3000031,98106.0,94713,1.0,,1234697.0,Retail Store,673,1225938.125,79.0,2016,Compliant,,0.0,
818 Stewart Street,207.8000031,Parking,Large Office,WA,1586.27002,15566951.0,66.59999847,3534.0,15725581.0,2285050000,DOWNTOWN,,NonResidential,False,Seattle,362046,0.0,818 Stewart,"Office, Other, Parking",2008,0.32,7,-122.33503,232443.0,0,66.59999847,47.61567,207.8000031,98101.0,362046,14.0,20172015,158627.0,Office,685,4562412.5,86.0,2016,Compliant,Other,1.0,97874.0
1701 BROADWAY,183.6999969,,University,WA,15353.41016,21930618.0,82.5,,38977108.0,6003001130,EAST,,NonResidential,False,Seattle,428347,13556219.0,SCCC MAIN BROADWAY/EDISON,College/University,1925,2.99,3,-122.321853,472384.0,0,78.40000153,47.61748356,187.3000031,98122.0,428347,3.0,,1535341.0,College/University,49926,6427496.5,,2016,Compliant,,1.0,
2401 Elliott Avenue,388.39999389999997,Data Center,Large Office,WA,0.0,17186623.0,123.6999969,,17186624.0,7666202320,DOWNTOWN,,NonResidential,False,Seattle,133177,0.0,World Trade Center - North,"Data Center, Office",2000,0.48,7,-122.35022,126218.0,117867,123.6999969,47.61287,388.39999389999997,98121.0,251044,5.0,2016201520122009,0.0,Office,710,5037111.0,99.0,2016,Compliant,,1.0,12717.0
100 NW 85th Street,266.6000061,Parking,Supermarket / Grocery Store,WA,38141.5625,13051820.0,103.0,0.0,17384564.0,9231900160,NORTHWEST,,NonResidential,False,Seattle,106345,0.0,70100122-Greenwood,"Parking, Supermarket/Grocery Store",1970,2.07,6,-122.35876999999999,168735.0,35545,100.0,47.69197,269.7999878,98117.0,141890,1.0,,3814156.0,Supermarket/Grocery Store,732,3825269.5,91.0,2016,Compliant,Parking,1.0,0.0
3601 2ND AVE S,37.29999924,,Distribution Center,WA,5335.860352000001,527872.0,20.70000076,,1231121.75,6172900015,GREATER DUWAMISH,,NonResidential,False,Seattle,52613,0.0,South Seattle Distribution Center- 3601,Distribution Center,1980,0.61,2,-122.33241000000001,59504.0,0,17.79999924,47.57023,40.29999924,98134.0,52613,1.0,,533586.0,Distribution Center,554,154710.5,80.0,2016,Compliant,,1.0,
1813 Westlake Ave N,299.89999389999997,Parking,Other,WA,0.0,6876438.0,95.5,,6876439.5,1925049022,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,53464,0.0,Q13 FOX,"Other, Parking",1952,0.72,7,-122.34103,72000.0,12998,95.5,47.635490000000004,299.89999389999997,98109.0,66462,3.0,,0.0,Other,513,2015368.75,,2016,Compliant,,1.0,15000.0
411 Boston St.,64.69999695,,K-12 School,WA,4411.650879,857142.0,29.10000038,,1419585.125,1689400145,MAGNOLIA / QUEEN ANNE,,SPS-District K-12,False,Seattle,48789,0.0,Queen Anne Elementary,K-12 School,1925,0.6,7,-122.34897,48789.0,0,26.60000038,47.63796,69.40000153,98109.0,48789,1.0,2016,441165.0,K-12 School,20930,251214.0938,94.0,2016,Compliant,,1.0,
308 Occidental Avenue S,145.8000031,Retail Store,Large Office,WA,10594.98047,6196714.0,53.90000153,,7778893.0,5247800695,DOWNTOWN,,NonResidential,False,Seattle,164380,399538.3125,Occidental Mall,"Office, Retail Store",1900,0.79,7,-122.33247,123607.0,0,53.0,47.59962,146.8000031,98104.0,164380,4.0,,1059498.0,Office,615,1816152.875,79.0,2016,Compliant,,1.0,20795.0
2015 AIRPORT WAY S,46.90000153,Parking,Other,WA,2674.399902,276732.0,22.20000076,,544172.375,7666203470,GREATER DUWAMISH,,NonResidential,False,Seattle,56988,0.0,Mercedes-Benz of Seattle,"Automobile Dealership, Parking",2014,0.28,2,-122.32229,24520.0,0,22.20000076,47.5843,46.90000153,98134.0,56988,2.0,,267440.0,Automobile Dealership,49872,81105.60156,,2016,Compliant,,1.0,0.0
2440 1st Ave S,49.90000153,,Warehouse,WA,2356.7502440000003,264154.0,25.79999924,,557887.875,7666206090,GREATER DUWAMISH,,NonResidential,False,Seattle,21600,0.0,Tile for Less,Non-Refrigerated Warehouse,1927,0.66,2,-122.33356,21600.0,0,23.10000038,47.58065,53.20000076,98134.0,21600,1.0,,235675.0,Non-Refrigerated Warehouse,23757,77419.0,57.0,2016,Compliant,,1.0,
3601 Sixth Ave S.,98.19999695,Non-Refrigerated Warehouse,Small- and Mid-Sized Office,WA,10288.219729999999,786547.0,67.5,,2438706.5,7666204110,GREATER DUWAMISH,,NonResidential,False,Seattle,28800,0.0,Lamar Advertising Company,"Non-Refrigerated Warehouse, Office",1962,2.09,2,-122.32723999999999,28800.0,0,58.29999924,47.57075,107.5,98134.0,28800,1.0,,1028822.0,Office,24216,230523.5938,73.0,2016,Compliant,,1.0,7350.0
4540 Union Bay Plaza NE,135.8000031,Office,Mixed Use Property,WA,4035.350098,858099.0,59.5,3200.0,1365716.125,2436201005,NORTHEAST,,NonResidential,False,Seattle,22135,0.0,Union Bay Plaza,"Medical Office, Non-Refrigerated Warehouse, Office, Retail Store",1945,1.24,4,-122.29342,10388.0,0,55.0,47.662459999999996,141.1000061,98105.0,22135,2.0,,403535.0,Medical Office,21916,251494.5,,2016,Compliant,Retail Store,1.0,8116.0
4714 Ballard Ave NW,39.59999847,,Self-Storage Facility,WA,3009.0002440000003,201999.0,25.0,,599426.5,2767703240,BALLARD,,NonResidential,False,Seattle,24000,0.0,Ballard Mini Storage,Self-Storage Facility,1902,0.72,6,-122.37961000000001,24000.0,0,21.0,47.663509999999995,43.79999924,98107.0,24000,2.0,,300900.0,Self-Storage Facility,22679,59202.39844,,2016,Compliant,,1.0,
610 5th Ave,187.5,Other,Large Office,WA,50454.64844,16124036.0,73.59999847,600.0,21960822.0,0942000750,DOWNTOWN,,Nonresidential COS,False,Seattle,310490,0.0,Justice Center,"Data Center, Office, Other",2001,1.23,3,-122.32919,269284.0,0,71.0,47.604209999999995,189.5,98104.0,310490,14.0,,5045465.0,Office,358,4725684.5,,2016,Compliant,Data Center,1.0,28394.0
6770 E. Marginal Way S.,113.6999969,,University,WA,13680.79004,4967236.0,45.09999847,,6759240.5,0001800137,GREATER DUWAMISH,,Campus,False,Seattle,149856,0.0,SSCC DUWAMISH GEORGETOWN CAMPUS,College/University,2007,0.72,2,-122.32404,149856.0,0,42.29999924,47.54193,118.6999969,98108.0,149856,2.0,,1368079.0,College/University,49909,1455813.5,,2016,Compliant,,4.0,
4311 12th Ave NE,109.3000031,,Hotel,WA,0.0,716279.0,36.90000153,,759756.5,1142000445,NORTHEAST,,NonResidential,False,Seattle,20571,0.0,Collegiana Hospitality House,Hotel,1930,0.24,4,-122.31581000000001,20571.0,0,34.79999924,47.66023,116.0,98105.0,20571,3.0,,0.0,Hotel,20242,209929.5,72.0,2016,Compliant,,1.0,
3420/3430 E. Marginal Way,6.900000095,,Distribution Center,WA,119.8899918,138179.0,2.299999952,,150167.7969,7666207585,GREATER DUWAMISH,,NonResidential,False,Seattle,16300,0.0,3420/3430 E. Marginal Way Whse,Distribution Center,1952,0.1,2,-122.33843,65164.0,0,2.299999952,47.57227,6.900000095,98134.0,16300,1.0,,11989.0,Distribution Center,24955,40497.89844,100.0,2016,Compliant,,1.0,
809 NE 45 STREET,98.59999847,,Retail Store,WA,2085.8198239999997,1374074.0,36.0,,1656820.0,4092300005,NORTHEAST,,NonResidential,False,Seattle,46059,0.0,PETCO,Retail Store,1930,0.45,4,-122.3192,46000.0,0,34.40000153,47.66097,100.1999969,98105.0,46059,1.0,,208582.0,Retail Store,25572,402718.0,82.0,2016,Compliant,,1.0,
2320 W Commodore Way,121.8000031,Parking,Small- and Mid-Sized Office,WA,0.0,1294615.0,38.79999924,,1294615.25,2771605313,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,33385,0.0,Salmon Bay Landing,"Office, Parking",2008,0.22,7,-122.38576,33385.0,8399,38.79999924,47.66106,121.8000031,98199.0,41784,4.0,,0.0,Office,22509,379430.0,89.0,2016,Compliant,,1.0,8399.0
2701 1st Ave,205.6999969,Bank Branch,Small- and Mid-Sized Office,WA,24071.73828,1915699.0,112.5,,4673727.5,0653000385,DOWNTOWN,,NonResidential,False,Seattle,48505,0.0,First and Cedar Building,"Bank Branch, Office",1974,2.28,7,-122.35126000000001,37993.0,13320,104.0999985,47.6158,212.89999390000003,98121.0,61825,5.0,,2407174.0,Office,19747,561459.1875,59.0,2016,Compliant,,1.0,3547.0
3540 NE 110th St,161.0,,Senior Care Community,WA,12376.54004,743706.0,94.0,,2123591.75,4077800532,NORTH,,NonResidential,False,Seattle,22583,0.0,Saint Anne Nursing and Rehab Center,Senior Care Community,1954,3.14,5,-122.28886999999999,22583.0,0,87.69999695,47.70883,167.6000061,98125.0,22583,1.0,,1237654.0,Senior Care Community,26324,217967.7031,95.0,2016,Compliant,,1.0,
1013 8th Ave,87.69999695,Parking,Worship Facility,WA,2026.280029,883838.0,52.29999924,,2769792.0,1979200090,EAST,,NonResidential,False,Seattle,37796,1379517.75,First Presbyterian Church of Seattle,"Parking, Worship Facility",1962,3.27,7,-122.3296,53000.0,0,46.5,47.60821,96.0,98104.0,37796,3.0,,202628.0,Worship Facility,21367,259038.0,55.0,2016,Compliant,,1.0,17600.0
6020 28th ave NW,126.0,Fitness Center/Health Club/Gym,Other,WA,3944.819824,542134.386,59.0,535.0,990545.5,6658000065,BALLARD,,Nonresidential COS,False,Seattle,16795,0.0,Ballard Community Center,"Fitness Center/Health Club/Gym, Food Service, Office, Other - Recreation, Pre-school/Daycare",1911,1.47,6,-122.39228,8680.0,0,55.79999924,47.67295,129.3999939,,16795,1.0,,394481.9824,Other - Recreation,50207,158890.5,,2016,Compliant,Pre-school/Daycare,1.0,7014.0
400 Occidental Ave. South,159.3999939,,Small- and Mid-Sized Office,WA,7987.580078,4593859.0,58.29999924,,5587502.5,5247800735,DOWNTOWN,,NonResidential,False,Seattle,79920,0.0,Washington Shoe Building,Office,1900,0.78,2,-122.33223000000001,95760.0,15840,56.29999924,47.5992,163.8000031,98104.0,95760,6.0,,798758.0,Office,809,1346383.125,83.0,2016,Compliant,,1.0,
2310 S LANE ST,120.6999969,,University,WA,14108.0293,2133182.0,55.79999924,,3778965.75,3646100850,CENTRAL,,NonResidential,False,Seattle,57468,0.0,SCCC WOOD CONSTRUCTION,College/University,2013,1.56,3,-122.30171999999999,67750.0,0,52.29999924,47.59677,124.40000149999999,98144.0,57468,1.0,,1410803.0,College/University,33527,625200.0,,2016,Compliant,,2.0,
600 Stewart Street,146.6999969,Parking,Large Office,WA,0.0,8064399.0,69.5,,15742790.0,0659000555,DOWNTOWN,,NonResidential,False,Seattle,233517,6568832.0,Plaza 600,"Office, Parking",1969,2.12,7,-122.33725,226454.0,32334,64.59999847,47.61391,151.8000031,98101.0,265851,20.0,201720102007,0.0,Office,333,2363540.25,90.0,2016,Compliant,,1.0,29214.0
1018 1st Ave,131.8000031,Other,Small- and Mid-Sized Office,WA,7540.679687999999,1424622.0,59.79999924,,2388675.5,0939000515,DOWNTOWN,,NonResidential,False,Seattle,39960,0.0,Holyoke,"Office, Other",1900,1.25,7,-122.3364,37120.0,0,54.5,47.60542,137.3000031,98104.0,39960,5.0,,754068.0,Office,20395,417532.9063,77.0,2016,Compliant,,1.0,2840.0
1814 HARVARD ST,262.0,,University,WA,77375.96094,4446528.0,149.1999969,,12581302.0,6003001335,EAST,,NonResidential,False,Seattle,84000,0.0,SCCC SCIENCE AND MATH,College/University,2006,5.26,3,-122.32175,84300.0,0,144.5,47.61808,264.3999939,98122.0,84000,5.0,,7737596.0,College/University,33548,1303202.75,,2016,Compliant,,1.0,
1011 Western Ave,128.0,Parking,Large Office,WA,0.0,9512827.0,41.5,55065.0,9691704.0,9195900000,DOWNTOWN,,NonResidential,False,Seattle,224493,0.0,Waterfront Place,"Multifamily Housing, Office, Parking, Retail Store",1983,0.22,7,-122.33803,162422.0,83064,40.79999924,47.604490000000006,130.3999939,98104.0,307557,13.0,,0.0,Office,25528,2788050.25,,2016,Compliant,Multifamily Housing,1.0,83064.0
637 S LUCILE ST,432.3999938999999,,Other,WA,60008.70703,4233850.0,225.8000031,,10234721.0,1722800223,GREATER DUWAMISH,,NonResidential,False,Seattle,47105,0.0,Terreno Lucile,Manufacturing/Industrial Plant,1976,7.39,2,-122.32472,45320.0,0,225.8000031,47.55297,432.3999938999999,98108.0,47105,1.0,,6000871.0,Manufacturing/Industrial Plant,20978,1240870.5,,2016,Compliant,,1.0,
6400 8th Avenue NW,148.0,,Retail Store,WA,4768.319824,927422.0,66.09999847,,1524765.875,2769601465,Ballard,,NonResidential,False,Seattle,22420,0.0,Ballard Goodwill,Retail Store,1967,1.42,6,-122.36549,23067.0,0,60.90000153,47.67518,152.6999969,98134.0,22420,1.0,,476832.0,Retail Store,22454,271811.8125,82.0,2016,Compliant,,1.0,
4201 SW MORGAN ST,651.2999877999999,,Supermarket / Grocery Store,WA,31591.93555,5528496.0,283.2999878,,8992072.0,5637500005,SOUTHWEST,,NonResidential,False,Seattle,33706,0.0,West Seattle Thriftway,Supermarket/Grocery Store,1998,6.12,1,-122.38609,31746.0,0,273.7000122,47.544270000000004,661.4000244,98136.0,33706,1.0,,3159194.0,Supermarket/Grocery Store,27162,1620309.625,22.0,2016,Compliant,,1.0,
2103-2107 Elliott Avenue,129.8000031,Office,Mixed Use Property,WA,0.0,1717131.0,43.79999924,13945.0,1818635.25,1977200245,DOWNTOWN,,NonResidential,False,Seattle,47265,0.0,E0010 - Elliott Court,"Office, Parking, Retail Store",1990,0.15,7,-122.34556,36036.0,34800,41.29999924,47.611129999999996,137.5,98121.0,82065,4.0,,0.0,Parking,21488,503262.1875,91.0,2016,Compliant,Retail Store,1.0,27594.0
1001 Alaskan Way,286.7000122,Other,Mixed Use Property,WA,66063.96875,3787933.0,165.6999969,3384.3000490000004,10883874.0,7666202495,DOWNTOWN,,NonResidential,False,Seattle,62900,0.0,Pier 54,"Other, Restaurant, Retail Store",1900,6.0,7,-122.33958,32494.0,0,158.3000031,47.6041,294.60000610000003,98104.0,62900,1.0,,6606397.0,Restaurant,318,1110179.625,,2016,Compliant,Retail Store,1.0,29793.0
6417 Roosevelt Way NE # 18-28,72.59999847,Parking,Other,WA,22524.74023,2001103.0,36.79999924,,4384625.5,1797500715,NORTHEAST,,NonResidential,False,Seattle,206934,0.0,Roosevelt Square,"Other, Parking",1929,0.65,4,-122.31768999999998,119146.0,0,35.70000076,47.67559,72.90000153,98115.0,206934,2.0,,2252474.0,Other,132,586489.8125,,2016,Compliant,,1.0,0.0
2850 SW Yancy Street,20.39999962,,Self-Storage Facility,WA,3109.630127,329414.0,11.10000038,,742571.5,9358000450,DELRIDGE,,NonResidential,False,Seattle,66610,0.0,Stor-More Self Storage,Self-Storage Facility,1994,0.28,1,-122.37038999999999,66720.0,0,9.600000381000001,47.56785,22.0,98126.0,66610,3.0,,310963.0,Self-Storage Facility,26040,96545.70313,,2016,Compliant,,1.0,
1600 S Lane St,155.1000061,,Small- and Mid-Sized Office,WA,0.0,1328461.0,48.40000153,,1301418.875,3320000775,CENTRAL,,NonResidential,False,Seattle,28296,0.0,CJ and J Pacific,Office,1963,0.33,3,-122.31123999999998,26899.0,0,49.40000153,47.59693,151.8999939,98144.0,28296,2.0,,0.0,Office,23918,389349.5938,80.0,2016,Compliant,,1.0,
610 E Pine Street,140.3000031,Retail Store,Small- and Mid-Sized Office,WA,1104.119995,961739.0,49.40000153,,1103795.25,8804900480,EAST,,NonResidential,False,Seattle,27600,0.0,1605 Boylston,"Office, Retail Store",1922,0.46,3,-122.3238,13175.0,0,48.0,47.61545,141.8000031,98122.0,27600,3.0,,110412.0,Office,26254,281869.6875,84.0,2016,Compliant,,1.0,9175.0
115 S Dawson St,24.10000038,Office,Warehouse,WA,1433.3500980000001,143797.0,13.69999981,,342696.3125,5263300910,GREATER DUWAMISH,,NonResidential,False,Seattle,25000,0.0,115 Dawson,"Non-Refrigerated Warehouse, Office",1960,0.34,2,-122.33294,24000.0,0,11.5,47.555440000000004,26.10000038,98134.0,25000,1.0,,143335.0,Non-Refrigerated Warehouse,25842,42144.60156,,2016,Compliant,,1.0,1000.0
4106 Brooklyn Ave Ne,242.5,Parking,Residence Hall,WA,15306.87988,1187175.0,125.40000149999999,,2759011.75,1142001455,NORTHEAST,,NonResidential,False,Seattle,28572,0.0,Brooklyn Plaza,"Parking, Residence Hall/Dormitory",1993,3.13,4,-122.31409,22000.0,0,123.5,47.657109999999996,244.5,98105.0,28572,3.0,,1530688.0,Residence Hall/Dormitory,20273,347941.0938,16.0,2016,Compliant,,1.0,7000.0
401 LENORA ST,211.39999390000003,Parking,Hotel,WA,88039.98438,5368607.0,118.6999969,0.0,14656503.0,0659000970,DOWNTOWN,,NonResidential,False,Seattle,113580,0.0,WARWICK SEATTLE HOTEL (ID8),"Hotel, Parking, Swimming Pool",1980,2.88,7,-122.34047,123445.0,62000,114.8000031,47.61375,215.60000609999997,98121.0,175580,18.0,,8803998.0,Hotel,8,1573448.625,75.0,2016,Compliant,Swimming Pool,1.0,68009.0
