NumberofBuildings,Electricity(kWh),ComplianceStatus,ThirdLargestPropertyUseTypeGFA,SecondLargestPropertyUseType,ListOfAllPropertyUseTypes,PropertyGFAParking,BuildingType,SiteEUI(kBtu/sf),TaxParcelIdentificationNumber,SourceEUI(kBtu/sf),TotalGHGEmissions,PrimaryPropertyType,LargestPropertyUseType,State,ThirdLargestPropertyUseType,ZipCode,City,SiteEnergyUse(kBtu),Latitude,SiteEUIWN(kBtu/sf),ENERGYSTARScore,SourceEUIWN(kBtu/sf),SteamUse(kBtu),DefaultData,GHGEmissionsIntensity,Address,Electricity(kBtu),PropertyGFATotal,NaturalGas(kBtu),SecondLargestPropertyUseTypeGFA,PropertyGFABuilding(s),NumberofFloors,LargestPropertyUseTypeGFA,DataYear,Neighborhood,YearBuilt,SiteEnergyUseWN(kBtu),Longitude,NaturalGas(therms),PropertyName,CouncilDistrictCode,YearsENERGYSTARCertified,Outlier,OtherFuelUse(kBtu)
1.0,288804.0,Compliant,,,Non-Refrigerated Warehouse,0.0,NonResidential,24.7,7666207461,67.6,19.57,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,WA,,98134,SEATTLE,1224554.0,47.57282897,24.7,5.0,67.6,0.0,No,0.3,60 S SPOKANE ST,985438.0,51050.0,239156.0,,51050.0,1.0,49500.0,2015,GREATER DUWAMISH,1941,1224554.0,-122.335705,2392.0,A O SMITH CORP,2,,,0.0
1.0,194897.0,Compliant,,,,0.0,NonResidential,50.8,7666207515,116.8,28.35,Retail Store,,WA,,98134,SEATTLE,1111487.0,47.57044824,58.5,39.0,124.9,0.0,No,1.16,3627 1ST AVE S,665016.0,21900.0,446498.0,,21900.0,2.0,,2015,GREATER DUWAMISH,1954,1281960.0,-122.3347923,4465.0,BARGREEN-ELLINGSON INC (OLD KLINEBURGER),2,,,0.0
1.0,268369.0,Compliant,,,Other,0.0,NonResidential,111.4,7666203295,349.7,6.38,Other,Other,WA,,98134,SEATTLE,915676.0,47.58797986,126.2,,396.1,0.0,No,0.1,811 S MASSACHUSETTS ST,915714.0,25460.0,0.0,,25460.0,1.0,8223.0,2015,GREATER DUWAMISH,1952,1037425.0,-122.323064,0.0,CENTURYLINK: COIN OFFICE,2,,,0.0
1.0,53857.0,Compliant,,,Distribution Center,0.0,NonResidential,4.2,7666207585,10.3,6.19,"Distribution Center
",Distribution Center,WA,,98134,SEATTLE,276107.0,47.57228851,4.7,98.0,10.9,0.0,No,0.08,3430 E MARGINAL WAY S,183767.0,65164.0,92348.0,,65164.0,1.0,65164.0,2015,GREATER DUWAMISH,1952,308502.0,-122.33862305,923.0,BUFFALO INDUSTRIES WAREHOUSE,2,,,0.0
1.0,629254.0,Compliant,,,Non-Refrigerated Warehouse,0.0,NonResidential,64.2,7666207605,201.5,14.97,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,WA,,98134,SEATTLE,2147013.0,47.5732025,64.2,1.0,201.5,0.0,No,0.17,3401 COLORADO AVE S,2147102.0,33462.0,0.0,,33462.0,1.0,33462.0,2015,GREATER DUWAMISH,1964,2147013.0,-122.3375745,0.0,BUFFALO INDUSTRIES INC,2,,,0.0
1.0,265811.0,Compliant,8877.0,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Other, Refrigerated Warehouse",0.0,NonResidential,59.8,7666207610,127.6,50.93,Mixed Use Property,Other,WA,Refrigerated Warehouse,98134,SEATTLE,1746787.0,47.57505229,70.5,,136.1,0.0,No,1.33,25 S HANFORD ST,906984.0,35310.0,839840.0,9875.0,35310.0,1.0,10471.0,2015,GREATER DUWAMISH,1952,2061319.0,-122.3386795,8398.0,HANFORD CNTR,2,,,0.0
1.0,1251636.0,Compliant,,,Other,0.0,NonResidential,123.0,8159100110,386.1,29.77,Other,Other,WA,,98108,SEATTLE,4270584.0,47.54079117,123.0,,386.1,0.0,No,0.32,7000 E MARGINAL WAY S,4270759.0,36140.0,0.0,,36140.0,3.0,34733.0,2015,GREATER DUWAMISH,1962,4270584.0,-122.3232211,0.0,CENTURYLINK: DUWAMISH MAIN,2,,,0.0
1.0,850349.0,Compliant,,Parking,"Other - Mall, Parking",21384.0,NonResidential,277.6,8170100120,496.1,303.14,Other,Other - Mall,WA,,98144,SEATTLE,8228399.0,47.59890747,277.6,,496.1,0.0,No,6.06,1207 S JACKSON ST,2901512.0,47963.0,5327007.0,6000.0,26579.0,2.0,29640.0,2015,DOWNTOWN,1991,8228399.0,-122.31678772,53270.0,DING HOW SHOPPING CENTER,3,,,0.0
1.0,39654.0,Compliant,,Worship Facility,"Non-Refrigerated Warehouse, Worship Facility",0.0,NonResidential,16.8,8170100295,29.4,15.2,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,WA,,98104,SEATTLE,403800.0,47.59775128,22.6,89.0,36.5,0.0,Yes,0.61,1000 S WELLER ST,135305.0,23903.0,268501.0,4500.0,23903.0,1.0,19500.0,2015,DOWNTOWN,1930,542140.0,-122.3191065,2685.0,WAREHOUSE,2,,,0.0
1.0,38046.0,Compliant,,,Self-Storage Facility,0.0,NonResidential,32.4,3658700540,46.1,32.76,"Self-Storage Facility
",Self-Storage Facility,WA,,98115,SEATTLE,729535.0,47.67925262,40.9,,55.5,0.0,No,1.43,6920 ROOSEVELT WAY NE,129818.0,22522.0,599722.0,,22522.0,3.0,22522.0,2015,NORTHEAST,1947,920284.0,-122.31713867,5997.0,ECONO MINI,4,,,0.0
1.0,171395.0,Compliant,,,Self-Storage Facility,0.0,NonResidential,29.0,3658700555,61.8,33.04,"Self-Storage Facility
",Self-Storage Facility,WA,,98115,SEATTLE,1130097.0,47.67909165,34.0,,66.6,0.0,No,0.78,6902 ROOSEVELT WAY NE,584825.0,38959.0,545296.0,,38959.0,4.0,38959.0,2015,NORTHEAST,1996,1323724.0,-122.3171136,5453.0,ROOSEVELT SELF STORAGE,4,,,0.0
1.0,516464.0,Compliant,3060.0,Other - Services,"Non-Refrigerated Warehouse, Office, Other - Services",0.0,NonResidential,67.9,3683900005,213.2,12.28,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,WA,Office,98144,SEATTLE,1762174.0,47.58644499,67.9,,213.2,0.0,No,0.18,1801 RAINIER AVE S,1762247.0,25955.0,0.0,8745.0,25955.0,2.0,14150.0,2015,GREATER DUWAMISH,1928,1762174.0,-122.3047107,0.0,1801 RAINIER AVE S (ID25025),3,,,0.0
1.0,78649.0,Compliant,,Parking,"Outpatient Rehabilitation/Physical Therapy, Parking",0.0,NonResidential,19.9,7548300545,37.7,22.78,Other,Outpatient Rehabilitation/Physical Therapy,WA,,98144,SEATTLE,662012.0,47.58809497,22.9,,40.9,0.0,No,0.65,1701 18TH AVE S,268361.0,33332.0,393662.0,0.0,33332.0,2.0,33332.0,2015,GREATER DUWAMISH,1966,764018.0,-122.310103,3937.0,ALAN FRIEDMAN BUILDING,2,,,0.0
1.0,336638.0,Compliant,,Parking,"K-12 School, Parking",0.0,Campus,53.2,5392100055,110.5,95.26,K-12 School,K-12 School,WA,,98104,SEATTLE,2454812.0,47.607951,62.3,66.0,120.5,742481.0,No,1.96,802 TERRY AVE,1148655.0,46100.0,563723.0,0.0,46100.0,4.0,46100.0,2015,EAST,1923,2873504.0,-122.3249339,5637.0,O'DEA HIGH SCHOOL,3,,,0.0
1.0,20803.0,Compliant,,,Worship Facility,0.0,NonResidential,27.2,8911000155,35.4,28.47,Worship Facility,Worship Facility,WA,,98133,SEATTLE,597744.0,47.7089428,30.6,97.0,38.9,0.0,No,1.28,11010 GREENWOOD AVE N,70984.0,21936.0,526763.0,,21936.0,2.0,21936.0,2015,NORTHWEST,1951,671338.0,-122.3548843,5268.0,BETHEL PRESBYTERIAN CHURCH,5,,,0.0
1.0,522616.0,Compliant,,,"Personal Services (Health/Beauty, Dry Cleaning, etc)",0.0,NonResidential,89.6,8822900840,240.8,38.68,Other,"Personal Services (Health/Beauty, Dry Cleaning, etc)",WA,,98125,SEATTLE,2277316.0,47.71612328,88.1,,235.9,0.0,No,1.22,12001 31ST AVE NE,1783239.0,25406.0,494151.0,,25406.0,1.0,25406.0,2015,NORTH,1960,2237962.0,-122.2956356,4942.0,HEALTH CLUB,5,,,0.0
1.0,282159.0,Compliant,,,Office,0.0,NonResidential,43.7,3929900010,137.3,6.71,Small- and Mid-Sized Office,Office,WA,,98118,SEATTLE,962725.0,47.56026365,41.8,51.0,131.2,0.0,No,0.11,4714 RAINIER AVE S,962765.0,23250.0,0.0,,23250.0,2.0,22014.0,2015,SOUTHEAST,1967,920082.0,-122.2858242,0.0,OFFICE BUILDING,2,,,0.0
1.0,185050.0,Compliant,,Parking,"Non-Refrigerated Warehouse, Parking",0.0,NonResidential,101.3,3957900098,150.4,132.32,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,WA,,98134,SEATTLE,3039889.0,47.55928177,131.6,22.0,182.2,0.0,No,4.32,4800 DENVER AVE S,631417.0,30000.0,2408499.0,0.0,30000.0,1.0,30000.0,2015,GREATER DUWAMISH,1960,3949025.0,-122.3309574,24085.0,McKinstry SEA - 4800 Denver Warehouse,2,,,0.0
1.0,291152.0,Compliant,6755.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Non-Refrigerated Warehouse, Office, Repair Services (Vehicle, Shoe, Locksmith, etc)",0.0,Nonresidential COS,47.1,3958900065,99.0,59.16,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,WA,Office,98108,SEATTLE,1976856.0,47.56497779,54.9,,107.2,0.0,No,1.22,4200 AIRPORT WAY S,993452.0,45036.0,983445.0,14074.0,45036.0,1.0,21110.0,2015,GREATER DUWAMISH,1962,2303435.0,-122.3220513,9834.0,SDOT Traffic Shop,2,,,0.0
1.0,285375.0,Compliant,,,K-12 School,0.0,SPS-District K-12,38.3,6318000005,82.0,54.22,K-12 School,K-12 School,WA,,98116,SEATTLE,1866800.0,47.57264863,49.2,82.0,100.3,0.0,Yes,0.97,5000 SW SPOKANE ST,973740.0,51410.0,893100.0,,51410.0,1.0,49621.0,2015,SOUTHWEST,1962,2396927.0,-122.3968053,8931.0,SCHMITZ PARK ELEM SCHOOL (SPS-DISTRICT),1,,,0.0
1.0,6192557.0,Compliant,141450.0,Hotel,"Hotel, Multifamily Housing, Parking",112124.0,NonResidential,44.4,6364000000,118.5,473.63,Mixed Use Property,Multifamily Housing,WA,Parking,98101,SEATTLE,27273538.0,47.61356354,45.4,62.0,116.8,0.0,No,0.36,737 OLIVE WAY,21129882.0,1074552.0,6144534.0,303000.0,962428.0,39.0,311521.0,2015,DOWNTOWN,2009,27898716.0,-122.33405304,61445.0,OLIVE 8,7,,,0.0
1.0,1669312.0,Compliant,,Restaurant,"College/University, Restaurant",0.0,NonResidential,105.0,8900000555,225.7,311.53,College/University,College/University,WA,,98119,SEATTLE,10813735.0,47.64835098,118.7,,240.2,0.0,No,2.34,315 W BERTONA ST,5695929.0,122679.0,5118043.0,2000.0,122679.0,2.0,101035.0,2015,MAGNOLIA / QUEEN ANNE,1959,12232652.0,-122.3616099,51180.0,SEATTLE PACIFIC UNIVERSITY - STUDENT UNION BLDG,7,,,0.0
1.0,6903343.0,Compliant,,,College/University,0.0,Campus,116.1,8900000555,214.1,2205.24,College/University,College/University,WA,,98119,SEATTLE,61984596.0,47.64835098,129.8,,228.5,0.0,No,3.92,315 W BERTONA ST,23555184.0,537000.0,38430391.0,,537000.0,2.0,533826.0,2015,MAGNOLIA / QUEEN ANNE,1945,69311976.0,-122.3616099,384304.0,SEATTLE PACIFIC UNIVERSITY - MASTER CAMPUS,7,,,0.0
1.0,242116.0,Compliant,,,Office,0.0,NonResidential,42.9,8902500361,120.1,14.36,Small- and Mid-Sized Office,Office,WA,,98125,SEATTLE,987989.0,47.7087086,42.9,81.0,120.1,0.0,No,0.47,11000 LAKE CITY WAY NE,826135.0,23022.0,161888.0,,23022.0,4.0,23022.0,2015,NORTH,1980,987989.0,-122.3008891,1619.0,LANDMARK BUILDING,5,,,0.0
1.0,719158.0,Compliant,2500.0,Other,"Office, Other, Refrigerated Warehouse",0.0,NonResidential,90.2,3958900601,283.3,17.11,Refrigerated Warehouse,Refrigerated Warehouse,WA,Office,98134,SEATTLE,2453766.0,47.561679,90.2,,283.3,0.0,No,0.24,4604 4TH AVE S,2453867.0,27263.0,0.0,2700.0,27263.0,1.0,22000.0,2015,GREATER DUWAMISH,1967,2453766.0,-122.328819,0.0,EXPRESS COLD STORAGE,2,,,0.0
1.0,220784.0,Compliant,,,Non-Refrigerated Warehouse,0.0,NonResidential,82.1,3958900645,133.9,109.11,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,WA,,98134,SEATTLE,2708863.0,47.562484,95.5,13.0,148.0,0.0,No,3.35,4500 4TH AVE S,753347.0,31569.0,1955547.0,,31569.0,1.0,33000.0,2015,GREATER DUWAMISH,1962,3152385.0,-122.328857,19555.0,PEDERSEN RENTALS,2,,,0.0
1.0,38718.0,Compliant,,,Non-Refrigerated Warehouse,0.0,NonResidential,5.9,3958900650,18.4,0.92,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,WA,,98134,SEATTLE,132105.0,47.56301807,5.9,73.0,18.4,0.0,No,0.02,4424 4TH AVE S,132110.0,22509.0,0.0,,22509.0,1.0,22509.0,2015,GREATER DUWAMISH,1956,132105.0,-122.3288311,0.0,LEDUC PACKAGING INC,2,,,0.0
1.0,141946.0,Compliant,,Office,"Non-Refrigerated Warehouse, Office",0.0,NonResidential,35.2,3958900786,62.3,52.38,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,WA,,98134,SEATTLE,1406987.0,47.564105,42.3,64.0,69.7,0.0,No,1.26,4400 4TH AVE S,484338.0,39984.0,922669.0,8800.0,39984.0,1.0,31184.0,2015,GREATER DUWAMISH,1956,1691639.0,-122.328872,9227.0,4400 Building,2,,,0.0
1.0,236893.0,Compliant,,,K-12 School,0.0,SPS-District K-12,31.4,6852700355,55.8,85.59,K-12 School,K-12 School,WA,,98102,SEATTLE,2313679.0,47.62474422,39.9,94.0,64.8,0.0,Yes,1.11,1058 E MERCER ST,808312.0,73769.0,1505400.0,,73769.0,2.0,73769.0,2015,EAST,1925,2945098.0,-122.3182911,15054.0,LOWELL ELEMENTARY (SPS-DISTRICT),3,,,0.0
1.0,70937.0,Compliant,,,Worship Facility,0.0,NonResidential,26.3,6852700670,46.8,25.79,Worship Facility,Worship Facility,WA,,98102,SEATTLE,695828.0,47.62336096,32.8,90.0,55.0,0.0,No,0.94,500 BROADWAY E,242048.0,26440.0,453790.0,,26440.0,1.0,26440.0,2015,EAST,1906,868366.0,-122.3202773,4538.0,ALL PILGRIMS CHRISTIAN CHURCH,3,,,0.0
1.0,199615.0,Compliant,,,Self-Storage Facility,0.0,NonResidential,40.0,7133800125,91.4,29.68,"Self-Storage Facility
",Self-Storage Facility,WA,,98144,SEATTLE,1150582.0,47.59283356,47.6,,99.4,0.0,No,0.93,1100 POPLAR PL S,681116.0,28800.0,469494.0,,28800.0,2.0,28800.0,2015,GREATER DUWAMISH,1956,1370026.0,-122.3103483,4695.0,SEATTLE MINI WAREHOUSE,3,,,0.0
1.0,207371.0,Compliant,,,K-12 School,0.0,NonResidential,39.9,9103000660,93.7,27.69,K-12 School,K-12 School,WA,,98122,SEATTLE,1136111.0,47.61786926,49.0,90.0,109.2,0.0,Yes,0.86,3615 E DENNY WAY,707580.0,28500.0,428561.0,,28500.0,2.0,28500.0,2015,CENTRAL,2009,1397080.0,-122.2864926,4286.0,EPIPHANY SCHOOL,3,,,0.0
1.0,1671672.0,Compliant,15402.0,Other,"Other, Parking, Restaurant",15402.0,NonResidential,322.4,4088803045,615.5,473.57,Mixed Use Property,Restaurant,WA,Parking,98109,SEATTLE,13871876.0,47.62782862,340.6,,634.6,0.0,No,12.96,901 FAIRVIEW AVE N,5703982.0,34639.0,8168130.0,19659.0,19237.0,2.0,23373.0,2015,LAKE UNION,1988,14656556.0,-122.33316,81681.0,CHANDLERS COVE,3,,,0.0
1.0,576192.0,Compliant,,,Automobile Dealership,0.0,NonResidential,186.2,4088803440,373.8,137.23,Other,Automobile Dealership,WA,,98109,SEATTLE,4291789.0,47.62617011,188.7,,367.4,0.0,No,5.59,711 9TH AVE N,1966049.0,23050.0,2325821.0,,23050.0,1.0,23050.0,2015,MAGNOLIA / QUEEN ANNE,1922,4350474.0,-122.3401021,23258.0,DUCATI SEATTLE,7,,,0.0
1.0,426821.0,Compliant,,,Other - Entertainment/Public Assembly,0.0,NonResidential,120.8,4088803510,242.5,101.5,Other,Other - Entertainment/Public Assembly,WA,,98109,SEATTLE,3176347.0,47.62633133,128.7,,243.7,0.0,No,3.62,731 WESTLAKE AVE N,1456373.0,26300.0,1720034.0,,26300.0,2.0,26300.0,2015,MAGNOLIA / QUEEN ANNE,1921,3384175.0,-122.33939362,17200.0,WORLD SPORTS GRILLE,7,,,0.0
1.0,745919.0,Compliant,,,Restaurant,0.0,NonResidential,189.4,4088803835,355.0,225.35,"Restaurant
",Restaurant,WA,,98109,SEATTLE,6454077.0,47.63739737,210.6,,387.9,0.0,No,6.29,2040 WESTLAKE AVE N,2545181.0,34072.0,3909002.0,,34072.0,2.0,34072.0,2015,LAKE UNION,1962,7174807.0,-122.3398545,39090.0,CHINA HARBOR RESTURANT & MARINA,7,,,0.0
1.0,239042.0,Compliant,,,Office,0.0,NonResidential,37.2,4088803945,116.9,5.69,Small- and Mid-Sized Office,Office,WA,,98109,SEATTLE,815612.0,47.63610771,37.2,80.0,116.9,0.0,Yes,0.09,1848 WESTLAKE AVE N,815646.0,23355.0,0.0,,23355.0,3.0,21915.0,2015,LAKE UNION,1949,815612.0,-122.3397915,0.0,OFFICE / MARINA,7,,,0.0
1.0,513307.0,Compliant,,Restaurant,"Office, Restaurant",0.0,NonResidential,112.4,4088803975,238.3,100.87,Small- and Mid-Sized Office,Office,WA,,98109,SEATTLE,3420710.0,47.63537212,130.7,35.0,257.5,0.0,No,3.03,1818 WESTLAKE AVE N,1751478.0,30840.0,1669305.0,1180.0,30840.0,4.0,29255.0,2015,LAKE UNION,1965,3976355.0,-122.3397782,16693.0,WATERWORKS OFFICE & MARINA,7,,,0.0
1.0,61796.0,Compliant,,,Other,0.0,NonResidential,30.5,7169200020,53.7,23.17,Other,Other,WA,,98115,SEATTLE,619382.0,47.67634405,37.8,,62.7,0.0,No,1.09,6518 RAVENNA AVE NE,210857.0,20332.0,408534.0,,20332.0,1.0,20332.0,2015,NORTHEAST,1946,768039.0,-122.3035123,4085.0,NATIONAL BARRICADE,4,,,0.0
1.0,25683.0,Compliant,,,Worship Facility,0.0,NonResidential,14.5,9184700280,23.6,12.75,Worship Facility,Worship Facility,WA,,98122,SEATTLE,316217.0,47.6112481,18.2,100.0,29.2,0.0,No,0.57,924 35TH AVE,87633.0,21850.0,228587.0,,21850.0,1.0,21850.0,2015,CENTRAL,1900,397183.0,-122.2879403,2286.0,ST THERESE PARISH,3,,,0.0
1.0,262003.0,Compliant,6576.0,Parking,"Multifamily Housing, Office, Other, Parking",6985.0,NonResidential,57.2,9191201460,133.9,35.58,Mixed Use Property,Multifamily Housing,WA,Other,98105,SEATTLE,1446455.0,47.66821286,64.2,,144.4,0.0,No,0.98,5401 26TH AVE NE,893992.0,32282.0,552500.0,6985.0,25297.0,4.0,12600.0,2015,NORTHEAST,1997,1623130.0,-122.2998974,5525.0,YOUTH CARE,4,,,0.0
1.0,2926738.0,Compliant,55065.0,Parking,"Multifamily Housing, Office, Parking, Retail Store",83064.0,NonResidential,42.8,9195900000,134.4,69.62,Large Office,Office,WA,Multifamily Housing,98104,SEATTLE,9986032.0,47.60442344,42.8,,134.4,0.0,No,0.09,1009 WESTERN AVE,9986445.0,307557.0,0.0,83064.0,224493.0,13.0,162869.0,2015,DOWNTOWN,1983,9986032.0,-122.337982,0.0,WATERFRONT PLACE BUILDING MIXED USE CONDOMINIUM,7,,,0.0
1.0,64169.0,Compliant,,,Self-Storage Facility,0.0,NonResidential,15.2,5244800055,32.1,12.69,"Self-Storage Facility
",Self-Storage Facility,WA,,98109,SEATTLE,429158.0,47.64635558,15.2,,32.1,0.0,No,0.42,319 NICKERSON ST,218955.0,28309.0,210212.0,,28309.0,2.0,28309.0,2015,MAGNOLIA / QUEEN ANNE,1918,429158.0,-122.3508391,2102.0,FREMONT BRIDGE MINI-STORAGE,7,,,0.0
1.0,324121.0,Compliant,,,Hotel,0.0,NonResidential,55.5,5247800005,112.0,103.77,Hotel,Hotel,WA,,98104,SEATTLE,2527198.0,47.60153144,59.4,80.0,117.0,854542.0,No,2.18,75 YESLER WAY,1105947.0,45500.0,566754.0,,45500.0,4.0,45500.0,2015,DOWNTOWN,1914,2701447.0,-122.3352088,5668.0,BEST WESTERN PIONEER SQUARE HOTEL,7,,,0.0
1.0,581174.0,Compliant,,Retail Store,"Office, Retail Store",0.0,NonResidential,62.6,5247800035,196.6,13.82,Small- and Mid-Sized Office,Office,WA,,98104,SEATTLE,1982967.0,47.60105515,62.6,,196.6,0.0,No,0.14,119 1ST AVE S,1983049.0,38376.0,0.0,2409.0,38376.0,5.0,29258.0,2015,DOWNTOWN,1900,1982967.0,-122.3345871,0.0,MAYNARD BUILDING,7,,,0.0
1.0,234190.0,Compliant,,Retail Store,"Office, Retail Store",0.0,NonResidential,52.7,5247800046,109.7,49.04,Small- and Mid-Sized Office,Office,WA,,98104,SEATTLE,1617558.0,47.60160126,52.7,,109.7,0.0,No,1.07,103 1ST AVE S,799090.0,42804.0,818501.0,6583.0,42804.0,4.0,24120.0,2015,DOWNTOWN,1900,1617558.0,-122.3342362,8185.0,GATZERT AND SCHWABACHER BUILDING,7,,,0.0
1.0,965433.0,Compliant,7000.0,Multifamily Housing,"Financial Office, Multifamily Housing, Parking, Residence Hall/Dormitory",8000.0,NonResidential,141.8,5247800080,285.0,229.12,Mixed Use Property,Residence Hall/Dormitory,WA,Financial Office,98104,SEATTLE,7175646.0,47.6004814,156.4,,302.9,0.0,No,3.73,210 ALASKAN WAY S,3294193.0,57600.0,3881589.0,16000.0,49600.0,5.0,27600.0,2015,DOWNTOWN,2005,7915629.0,-122.3351416,38816.0,COMPASS HOUSING ALLIANCE,7,,,0.0
1.0,314853.0,Compliant,2377.0,Restaurant,"Office, Restaurant, Retail Store, Self-Storage Facility",0.0,NonResidential,37.6,5247800105,106.9,16.89,Small- and Mid-Sized Office,Office,WA,Retail Store,98104,SEATTLE,1251358.0,47.60021973,37.9,,107.8,0.0,No,0.37,219 1ST AVE S,1074322.0,33300.0,177080.0,2820.0,33300.0,4.0,26639.0,2015,DOWNTOWN,1900,1261430.0,-122.33457947,1771.0,NEW ENGLAND BUILDING,7,,,0.0
1.0,145825.0,Compliant,,,Hotel,0.0,NonResidential,19.6,5247800130,61.4,3.47,Hotel,Hotel,WA,,98104,SEATTLE,497556.0,47.60069333,18.7,98.0,58.6,0.0,Yes,0.05,210 1ST AVE S,497576.0,25450.0,0.0,,25450.0,3.0,25450.0,2015,DOWNTOWN,1900,475308.0,-122.33410545,0.0,J & M HOTEL BUILDING,7,,Low Outlier,0.0
1.0,11440.0,Compliant,,,Other,0.0,NonResidential,6.4,5247800140,10.4,5.79,Other,Other,WA,,98104,SEATTLE,142873.0,47.59977722,6.4,,10.4,0.0,No,0.25,304 ALASKAN WAY S,39033.0,22200.0,103842.0,,22200.0,3.0,22200.0,2015,DOWNTOWN,1900,142873.0,-122.33515167,1038.0,C & H COMPANY (STORAGE WAREHOUSE),7,,,0.0
1.0,869327.0,Compliant,,Office,"Non-Refrigerated Warehouse, Office",0.0,NonResidential,119.6,4088804350,340.1,46.71,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,WA,,98109,SEATTLE,3456208.0,47.64257724,119.6,,340.1,0.0,No,1.15,2500 WESTLAKE AVE N,2966265.0,29498.0,490066.0,9148.0,29498.0,2.0,19749.0,2015,LAKE UNION,1968,3456208.0,-122.3425095,4901.0,NAUTICAL LANDING,7,,,0.0
1.0,144252.0,Compliant,,,Non-Refrigerated Warehouse,0.0,NonResidential,21.4,4088804520,67.0,3.43,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,WA,,98103,SEATTLE,492187.0,47.64792276,23.3,22.0,73.3,0.0,No,0.06,1109 N NORTHLAKE WAY,492207.0,23050.0,0.0,,23050.0,1.0,23050.0,2015,LAKE UNION,1938,537740.0,-122.3435468,0.0,VIC FRANCK'S,4,,,0.0
1.0,924825.0,Compliant,,,,0.0,NonResidential,71.9,4088804565,225.7,22.0,Small- and Mid-Sized Office,,WA,,98103,SEATTLE,3155503.0,47.64736605,75.8,46.0,237.9,0.0,No,0.17,1341 N NORTHLAKE WAY,3155634.0,48350.0,0.0,,48350.0,4.0,,2015,LAKE UNION,2008,3326449.0,-122.3408543,0.0,NORTHLAKE BUILDING,4,,,0.0
1.0,446342.0,Compliant,,,Retail Store,0.0,NonResidential,36.8,4092300005,107.8,19.64,Retail Store,Retail Store,WA,,98105,SEATTLE,1692851.0,47.66095275,36.8,77.0,107.8,0.0,No,0.28,809 NE 45TH ST,1522982.0,46059.0,169932.0,,46059.0,1.0,46000.0,2015,NORTHEAST,1930,1692851.0,-122.3192223,1699.0,PETCO AND OTHERS,4,,,0.0
1.0,226227.0,Compliant,,,Medical Office,0.0,NonResidential,33.4,9221400445,103.5,6.29,Medical Office,Medical Office,WA,,98115,SEATTLE,788976.0,47.67439423,34.5,76.0,106.9,0.0,No,0.13,6300 9TH AVE NE,771918.0,23595.0,17090.0,,23595.0,2.0,23595.0,2015,NORTHEAST,1970,814357.0,-122.3183074,171.0,SEATTLE HEALING ARTS,4,,,0.0
1.0,53950.0,Compliant,,,,0.0,NonResidential,9.0,5247800265,28.3,1.28,Retail Store,,WA,,98104,SEATTLE,184077.0,47.59894541,9.0,,28.3,0.0,No,0.02,115 S JACKSON ST,184085.0,21600.0,0.0,,21600.0,2.0,,2015,DOWNTOWN,1900,184077.0,-122.3332672,0.0,FISHER BUILDING,2,,,0.0
1.0,140590.0,Compliant,,,Office,0.0,NonResidential,34.6,5247800350,73.5,36.66,Small- and Mid-Sized Office,Office,WA,,98104,SEATTLE,972608.0,47.59937668,37.4,93.0,74.2,296619.0,No,1.23,122 S JACKSON ST,479712.0,28142.0,196298.0,,28142.0,3.0,28142.0,2015,DOWNTOWN,1900,1051919.0,-122.33327484,1963.0,HERMAN BLUMENTHAL BUILDING,7,,,0.0
1.0,191489.0,Compliant,6000.0,Retail Store,"Non-Refrigerated Warehouse, Office, Retail Store",0.0,NonResidential,110.3,5247800355,175.1,124.54,Small- and Mid-Sized Office,Office,WA,Non-Refrigerated Warehouse,98104,SEATTLE,2683383.0,47.59984709,117.3,,181.9,505677.0,No,4.23,311 OCCIDENTAL AVE S,653388.0,28760.0,1524345.0,6020.0,28760.0,3.0,12314.0,2015,DOWNTOWN,1900,2854704.0,-122.33295411,15243.0,WALTHAM BLOCK/OCCIDENTAL BUILDING,7,,,0.0
1.0,176620.0,Compliant,,Retail Store,"Office, Retail Store",0.0,NonResidential,19.5,5247800360,53.1,12.36,Small- and Mid-Sized Office,Office,WA,,98104,SEATTLE,756267.0,47.5996262,19.5,99.0,53.1,0.0,No,0.25,119 S MAIN ST,602651.0,39030.0,153641.0,6685.0,39030.0,4.0,32001.0,2015,DOWNTOWN,1902,756267.0,-122.333274,1536.0,UNION TRUST BUILDING,7,,Low Outlier,0.0
